ANNEE,C_REGION,L_REGION,C_DEPT,N_DEPT,C_TYP_REG_DECHET,L_TYP_REG_DECHET,TONNAGE_T
2019,75,Nouvelle-Aquitaine,87,Haute-Vienne,02A,Déchets dangereux,"1217,52"
2019,75,Nouvelle-Aquitaine,87,Haute-Vienne,02B,Matériaux recyclables,"11453,51"
2019,75,Nouvelle-Aquitaine,87,Haute-Vienne,02C,Déchets verts,"28931,18"
2019,75,Nouvelle-Aquitaine,87,Haute-Vienne,02D,Encombrants,"17663,21"
2019,75,Nouvelle-Aquitaine,87,Haute-Vienne,02G,Mobilier,"5600,35"
2019,75,Nouvelle-Aquitaine,87,Haute-Vienne,02F,DEEE,"3021,51"
2019,75,Nouvelle-Aquitaine,87,Haute-Vienne,02E,Déblais et gravats,"13540,18"
2019,75,Nouvelle-Aquitaine,87,Haute-Vienne,02Z,Autres déchets,"23,40"
2019,76,Occitanie,09,Ariège,02A,Déchets dangereux,"479,27"
2019,76,Occitanie,09,Ariège,02B,Matériaux recyclables,"9895,73"
2019,76,Occitanie,09,Ariège,02C,Déchets verts,"19091,95"
2019,76,Occitanie,09,Ariège,02D,Encombrants,"8456,28"
2019,76,Occitanie,09,Ariège,02G,Mobilier,"3339,54"
2019,76,Occitanie,09,Ariège,02F,DEEE,"1537,50"
2019,76,Occitanie,09,Ariège,02E,Déblais et gravats,"16443,85"
2019,76,Occitanie,09,Ariège,02Z,Autres déchets,"3587,46"
2019,76,Occitanie,11,Aude,02A,Déchets dangereux,"307,66"
2019,76,Occitanie,11,Aude,02B,Matériaux recyclables,"18622,33"
2019,76,Occitanie,11,Aude,02C,Déchets verts,"26806,36"
2019,76,Occitanie,11,Aude,02D,Encombrants,"26039,99"
2019,76,Occitanie,11,Aude,02G,Mobilier,"3930,31"
2019,76,Occitanie,11,Aude,02F,DEEE,"3158,99"
2019,76,Occitanie,11,Aude,02E,Déblais et gravats,"24499,41"
2019,76,Occitanie,11,Aude,02Z,Autres déchets,"7,15"
2019,76,Occitanie,12,Aveyron,02A,Déchets dangereux,"661,05"
2019,76,Occitanie,12,Aveyron,02B,Matériaux recyclables,"14434,17"
2019,76,Occitanie,12,Aveyron,02C,Déchets verts,"14955,81"
2019,76,Occitanie,12,Aveyron,02D,Encombrants,"16891,77"
2019,76,Occitanie,12,Aveyron,02G,Mobilier,"3614,45"
2019,76,Occitanie,12,Aveyron,02F,DEEE,"2554,89"
2019,76,Occitanie,12,Aveyron,02E,Déblais et gravats,"9268,56"
2019,76,Occitanie,12,Aveyron,02Z,Autres déchets,"28,07"
2019,76,Occitanie,30,Gard,02A,Déchets dangereux,"1123,15"
2019,76,Occitanie,30,Gard,02B,Matériaux recyclables,"40276,40"
2019,76,Occitanie,30,Gard,02C,Déchets verts,"66018,86"
2019,76,Occitanie,30,Gard,02D,Encombrants,"40681,16"
2019,76,Occitanie,30,Gard,02G,Mobilier,"6574,20"
2019,76,Occitanie,30,Gard,02F,DEEE,"5365,77"
2019,76,Occitanie,30,Gard,02E,Déblais et gravats,"87376,04"
2019,76,Occitanie,30,Gard,02Z,Autres déchets,"24,94"
2019,76,Occitanie,31,Haute-Garonne,02A,Déchets dangereux,"1532,52"
2019,76,Occitanie,31,Haute-Garonne,02B,Matériaux recyclables,"34125,00"
2019,76,Occitanie,31,Haute-Garonne,02C,Déchets verts,"65233,94"
2019,76,Occitanie,31,Haute-Garonne,02D,Encombrants,"49566,68"
2019,76,Occitanie,31,Haute-Garonne,02G,Mobilier,"7125,99"
2019,76,Occitanie,31,Haute-Garonne,02F,DEEE,"5817,35"
2019,76,Occitanie,31,Haute-Garonne,02E,Déblais et gravats,"52651,88"
2019,76,Occitanie,31,Haute-Garonne,02Z,Autres déchets,"1007,43"
2019,76,Occitanie,32,Gers,02A,Déchets dangereux,"475,90"
2019,76,Occitanie,32,Gers,02B,Matériaux recyclables,"6951,67"
2019,76,Occitanie,32,Gers,02C,Déchets verts,"12131,94"
2019,76,Occitanie,32,Gers,02D,Encombrants,"10258,18"
2019,76,Occitanie,32,Gers,02G,Mobilier,"2301,96"
2019,76,Occitanie,32,Gers,02F,DEEE,"1901,01"
2019,76,Occitanie,32,Gers,02E,Déblais et gravats,"11355,13"
2019,76,Occitanie,32,Gers,02Z,Autres déchets,"19,94"
2019,76,Occitanie,34,Hérault,02A,Déchets dangereux,"1625,82"
2019,76,Occitanie,34,Hérault,02B,Matériaux recyclables,"53491,65"
2019,76,Occitanie,34,Hérault,02C,Déchets verts,"82648,68"
2019,76,Occitanie,34,Hérault,02D,Encombrants,"73809,09"
2019,76,Occitanie,34,Hérault,02G,Mobilier,"12452,44"
2019,76,Occitanie,34,Hérault,02F,DEEE,"5650,91"
2019,76,Occitanie,34,Hérault,02E,Déblais et gravats,"95487,94"
2019,76,Occitanie,34,Hérault,02Z,Autres déchets,"52,42"
2019,76,Occitanie,46,Lot,02A,Déchets dangereux,"587,62"
2019,76,Occitanie,46,Lot,02B,Matériaux recyclables,"8076,78"
2019,76,Occitanie,46,Lot,02C,Déchets verts,"13577,90"
2019,76,Occitanie,46,Lot,02D,Encombrants,"12424,35"
2019,76,Occitanie,46,Lot,02G,Mobilier,"3023,64"
2019,76,Occitanie,46,Lot,02F,DEEE,"2170,70"
2019,76,Occitanie,46,Lot,02E,Déblais et gravats,"15082,21"
2019,76,Occitanie,46,Lot,02Z,Autres déchets,"22,66"
2019,76,Occitanie,48,Lozère,02A,Déchets dangereux,"198,97"
2019,76,Occitanie,48,Lozère,02B,Matériaux recyclables,"4854,06"
2019,76,Occitanie,48,Lozère,02C,Déchets verts,"2277,89"
2019,76,Occitanie,48,Lozère,02D,Encombrants,"4871,72"
2019,76,Occitanie,48,Lozère,02G,Mobilier,"1047,93"
2019,76,Occitanie,48,Lozère,02F,DEEE,"726,08"
2019,76,Occitanie,48,Lozère,02E,Déblais et gravats,"1434,63"
2019,76,Occitanie,48,Lozère,02Z,Autres déchets,"10,69"
2019,76,Occitanie,65,Hautes-Pyrénées,02A,Déchets dangereux,"429,65"
2019,76,Occitanie,65,Hautes-Pyrénées,02B,Matériaux recyclables,"12599,44"
2019,76,Occitanie,65,Hautes-Pyrénées,02C,Déchets verts,"21670,84"
2019,76,Occitanie,65,Hautes-Pyrénées,02D,Encombrants,"12271,85"
2019,76,Occitanie,65,Hautes-Pyrénées,02G,Mobilier,"1595,66"
2019,76,Occitanie,65,Hautes-Pyrénées,02F,DEEE,"1597,46"
2019,76,Occitanie,65,Hautes-Pyrénées,02E,Déblais et gravats,"16083,38"
2019,76,Occitanie,65,Hautes-Pyrénées,02Z,Autres déchets,"20,83"
2019,76,Occitanie,66,Pyrénées-Orientales,02A,Déchets dangereux,"321,68"
2019,76,Occitanie,66,Pyrénées-Orientales,02B,Matériaux recyclables,"17712,95"
2019,76,Occitanie,66,Pyrénées-Orientales,02C,Déchets verts,"38642,84"
2019,76,Occitanie,66,Pyrénées-Orientales,02D,Encombrants,"34639,04"
2019,76,Occitanie,66,Pyrénées-Orientales,02G,Mobilier,"4794,32"
2019,76,Occitanie,66,Pyrénées-Orientales,02F,DEEE,"1914,28"
2019,76,Occitanie,66,Pyrénées-Orientales,02E,Déblais et gravats,"27293,38"
2019,76,Occitanie,66,Pyrénées-Orientales,02Z,Autres déchets,"45,70"
2019,76,Occitanie,81,Tarn,02A,Déchets dangereux,"756,66"
2019,76,Occitanie,81,Tarn,02B,Matériaux recyclables,"20024,25"
2019,76,Occitanie,81,Tarn,02C,Déchets verts,"29478,64"
2019,76,Occitanie,81,Tarn,02D,Encombrants,"21870,13"
2019,76,Occitanie,81,Tarn,02G,Mobilier,"5273,73"
2019,76,Occitanie,81,Tarn,02F,DEEE,"4219,59"
2019,76,Occitanie,81,Tarn,02E,Déblais et gravats,"28045,55"
2019,76,Occitanie,81,Tarn,02Z,Autres déchets,"29,19"
2019,76,Occitanie,82,Tarn-et-Garonne,02A,Déchets dangereux,"743,86"
2019,76,Occitanie,82,Tarn-et-Garonne,02B,Matériaux recyclables,"6597,36"
2019,76,Occitanie,82,Tarn-et-Garonne,02C,Déchets verts,"18068,54"
2019,76,Occitanie,82,Tarn-et-Garonne,02D,Encombrants,"15753,10"
2019,76,Occitanie,82,Tarn-et-Garonne,02G,Mobilier,"3674,52"
2019,76,Occitanie,82,Tarn-et-Garonne,02F,DEEE,"2538,41"
2019,76,Occitanie,82,Tarn-et-Garonne,02E,Déblais et gravats,"16399,80"
2019,76,Occitanie,82,Tarn-et-Garonne,02Z,Autres déchets,"16,18"
2019,52,Pays de la Loire,44,Loire-Atlantique,02A,Déchets dangereux,"3338,08"
2019,52,Pays de la Loire,44,Loire-Atlantique,02B,Matériaux recyclables,"62329,25"
2019,52,Pays de la Loire,44,Loire-Atlantique,02C,Déchets verts,"131626,79"
2019,52,Pays de la Loire,44,Loire-Atlantique,02D,Encombrants,"91082,61"
2019,52,Pays de la Loire,44,Loire-Atlantique,02G,Mobilier,"15031,84"
2019,52,Pays de la Loire,44,Loire-Atlantique,02F,DEEE,"7743,37"
2019,52,Pays de la Loire,44,Loire-Atlantique,02E,Déblais et gravats,"120223,60"
2019,52,Pays de la Loire,44,Loire-Atlantique,02Z,Autres déchets,"74,65"
2019,52,Pays de la Loire,49,Maine-et-Loire,02A,Déchets dangereux,"1902,78"
2019,52,Pays de la Loire,49,Maine-et-Loire,02B,Matériaux recyclables,"22102,88"
2019,52,Pays de la Loire,49,Maine-et-Loire,02C,Déchets verts,"58501,24"
2019,52,Pays de la Loire,49,Maine-et-Loire,02D,Encombrants,"39066,39"
2019,52,Pays de la Loire,49,Maine-et-Loire,02G,Mobilier,"13844,24"
2019,52,Pays de la Loire,49,Maine-et-Loire,02F,DEEE,"5929,80"
2019,52,Pays de la Loire,49,Maine-et-Loire,02E,Déblais et gravats,"58037,29"
2019,52,Pays de la Loire,49,Maine-et-Loire,02Z,Autres déchets,"454,04"
2019,52,Pays de la Loire,53,Mayenne,02A,Déchets dangereux,"779,17"
2019,52,Pays de la Loire,53,Mayenne,02B,Matériaux recyclables,"13701,45"
2019,52,Pays de la Loire,53,Mayenne,02C,Déchets verts,"38133,16"
2019,52,Pays de la Loire,53,Mayenne,02D,Encombrants,"18424,58"
2019,52,Pays de la Loire,53,Mayenne,02G,Mobilier,"14604,67"
2019,52,Pays de la Loire,53,Mayenne,02F,DEEE,"2533,46"
2019,52,Pays de la Loire,53,Mayenne,02E,Déblais et gravats,"26806,11"
2019,52,Pays de la Loire,53,Mayenne,02Z,Autres déchets,"11,99"
2019,52,Pays de la Loire,72,Sarthe,02A,Déchets dangereux,"1049,80"
2019,52,Pays de la Loire,72,Sarthe,02B,Matériaux recyclables,"18342,27"
2019,52,Pays de la Loire,72,Sarthe,02C,Déchets verts,"48987,27"
2019,52,Pays de la Loire,72,Sarthe,02D,Encombrants,"33858,48"
2019,52,Pays de la Loire,72,Sarthe,02G,Mobilier,"6555,29"
2019,52,Pays de la Loire,72,Sarthe,02F,DEEE,"3618,31"
2019,52,Pays de la Loire,72,Sarthe,02E,Déblais et gravats,"32081,38"
2019,52,Pays de la Loire,72,Sarthe,02Z,Autres déchets,"27,27"
2019,52,Pays de la Loire,85,Vendée,02A,Déchets dangereux,"1865,18"
2019,52,Pays de la Loire,85,Vendée,02B,Matériaux recyclables,"38831,49"
2019,52,Pays de la Loire,85,Vendée,02C,Déchets verts,"89742,36"
2019,52,Pays de la Loire,85,Vendée,02D,Encombrants,"35209,37"
2019,52,Pays de la Loire,85,Vendée,02G,Mobilier,"17656,69"
2019,52,Pays de la Loire,85,Vendée,02F,DEEE,"7335,68"
2019,52,Pays de la Loire,85,Vendée,02E,Déblais et gravats,"77714,13"
2019,52,Pays de la Loire,85,Vendée,02Z,Autres déchets,"1072,04"
2019,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02A,Déchets dangereux,"346,98"
2019,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02B,Matériaux recyclables,"10147,61"
2019,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02C,Déchets verts,"15779,02"
2019,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02D,Encombrants,"10466,28"
2019,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02G,Mobilier,"2139,12"
2019,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02F,DEEE,"1952,20"
2019,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02E,Déblais et gravats,"19421,76"
2019,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02Z,Autres déchets,"19,36"
2019,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02A,Déchets dangereux,"428,98"
2019,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02B,Matériaux recyclables,"9413,33"
2019,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02C,Déchets verts,"8181,06"
2019,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02D,Encombrants,"9528,63"
2019,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02G,Mobilier,"2711,41"
2019,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02F,DEEE,"1625,49"
2019,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02E,Déblais et gravats,"9892,12"
2019,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02Z,Autres déchets,"1154,80"
2019,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02A,Déchets dangereux,"1530,60"
2019,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02B,Matériaux recyclables,"33192,00"
2019,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02C,Déchets verts,"74043,00"
2019,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02D,Encombrants,"65006,85"
2019,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02G,Mobilier,"10723,00"
2019,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02F,DEEE,"6099,00"
2019,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02E,Déblais et gravats,"79397,00"
2019,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02Z,Autres déchets,"84,68"
2019,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02A,Déchets dangereux,"2450,35"
2019,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02B,Matériaux recyclables,"63457,35"
2019,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02C,Déchets verts,"99571,57"
2019,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02D,Encombrants,"73778,02"
2019,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02G,Mobilier,"14242,96"
2019,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02F,DEEE,"7411,57"
2019,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02E,Déblais et gravats,"150757,72"
2019,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02Z,Autres déchets,"20,30"
2019,93,Provence-Alpes-Côte d'Azur,83,Var,02A,Déchets dangereux,"2391,77"
2019,93,Provence-Alpes-Côte d'Azur,83,Var,02B,Matériaux recyclables,"38746,66"
2019,93,Provence-Alpes-Côte d'Azur,83,Var,02C,Déchets verts,"113220,37"
2019,93,Provence-Alpes-Côte d'Azur,83,Var,02D,Encombrants,"80724,80"
2019,93,Provence-Alpes-Côte d'Azur,83,Var,02G,Mobilier,"15981,94"
2019,93,Provence-Alpes-Côte d'Azur,83,Var,02F,DEEE,"8293,67"
2019,93,Provence-Alpes-Côte d'Azur,83,Var,02E,Déblais et gravats,"80770,15"
2019,93,Provence-Alpes-Côte d'Azur,83,Var,02Z,Autres déchets,"1107,63"
2019,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02A,Déchets dangereux,"688,94"
2019,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02B,Matériaux recyclables,"23953,17"
2019,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02C,Déchets verts,"43285,51"
2019,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02D,Encombrants,"32320,97"
2019,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02G,Mobilier,"9465,86"
2019,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02F,DEEE,"4237,81"
2019,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02E,Déblais et gravats,"41861,24"
2019,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02Z,Autres déchets,"818,26"
2021,84,Auvergne-Rhône-Alpes,01,Ain,02A,Déchets dangereux,"2528,14"
2021,84,Auvergne-Rhône-Alpes,01,Ain,02B,Matériaux recyclables,"41033,90"
2021,84,Auvergne-Rhône-Alpes,01,Ain,02C,Déchets verts,"51877,21"
2021,84,Auvergne-Rhône-Alpes,01,Ain,02D,Encombrants,"38839,09"
2021,84,Auvergne-Rhône-Alpes,01,Ain,02G,Mobilier,"12260,15"
2021,84,Auvergne-Rhône-Alpes,01,Ain,02F,DEEE,"6275,56"
2021,84,Auvergne-Rhône-Alpes,01,Ain,02E,Déblais et gravats,"49563,50"
2021,84,Auvergne-Rhône-Alpes,01,Ain,02Z,Autres déchets,"120,15"
2021,84,Auvergne-Rhône-Alpes,03,Allier,02A,Déchets dangereux,"869,61"
2021,84,Auvergne-Rhône-Alpes,03,Allier,02B,Matériaux recyclables,"15302,60"
2021,84,Auvergne-Rhône-Alpes,03,Allier,02C,Déchets verts,"28307,55"
2021,84,Auvergne-Rhône-Alpes,03,Allier,02D,Encombrants,"18381,62"
2021,84,Auvergne-Rhône-Alpes,03,Allier,02G,Mobilier,"6682,94"
2021,84,Auvergne-Rhône-Alpes,03,Allier,02F,DEEE,"3414,68"
2021,84,Auvergne-Rhône-Alpes,03,Allier,02E,Déblais et gravats,"21817,25"
2021,84,Auvergne-Rhône-Alpes,03,Allier,02Z,Autres déchets,"9,02"
2021,84,Auvergne-Rhône-Alpes,07,Ardèche,02A,Déchets dangereux,"960,71"
2021,84,Auvergne-Rhône-Alpes,07,Ardèche,02B,Matériaux recyclables,"21739,93"
2021,84,Auvergne-Rhône-Alpes,07,Ardèche,02C,Déchets verts,"24782,85"
2021,84,Auvergne-Rhône-Alpes,07,Ardèche,02D,Encombrants,"23758,18"
2021,84,Auvergne-Rhône-Alpes,07,Ardèche,02G,Mobilier,"6447,83"
2021,84,Auvergne-Rhône-Alpes,07,Ardèche,02F,DEEE,"3418,36"
2021,84,Auvergne-Rhône-Alpes,07,Ardèche,02E,Déblais et gravats,"26351,91"
2021,84,Auvergne-Rhône-Alpes,07,Ardèche,02Z,Autres déchets,"75,59"
2021,84,Auvergne-Rhône-Alpes,15,Cantal,02A,Déchets dangereux,"291,96"
2021,84,Auvergne-Rhône-Alpes,15,Cantal,02B,Matériaux recyclables,"7895,01"
2021,84,Auvergne-Rhône-Alpes,15,Cantal,02C,Déchets verts,"10032,86"
2021,84,Auvergne-Rhône-Alpes,15,Cantal,02D,Encombrants,"8094,84"
2021,84,Auvergne-Rhône-Alpes,15,Cantal,02G,Mobilier,"2050,29"
2021,84,Auvergne-Rhône-Alpes,15,Cantal,02F,DEEE,"1155,10"
2021,84,Auvergne-Rhône-Alpes,15,Cantal,02E,Déblais et gravats,"7292,97"
2021,84,Auvergne-Rhône-Alpes,15,Cantal,02Z,Autres déchets,"14,36"
2021,84,Auvergne-Rhône-Alpes,26,Drôme,02A,Déchets dangereux,"1228,80"
2021,84,Auvergne-Rhône-Alpes,26,Drôme,02B,Matériaux recyclables,"32191,29"
2021,84,Auvergne-Rhône-Alpes,26,Drôme,02C,Déchets verts,"45854,60"
2021,84,Auvergne-Rhône-Alpes,26,Drôme,02D,Encombrants,"35191,06"
2021,84,Auvergne-Rhône-Alpes,26,Drôme,02G,Mobilier,"10249,63"
2021,84,Auvergne-Rhône-Alpes,26,Drôme,02F,DEEE,"4123,20"
2021,84,Auvergne-Rhône-Alpes,26,Drôme,02E,Déblais et gravats,"39773,42"
2021,84,Auvergne-Rhône-Alpes,26,Drôme,02Z,Autres déchets,"31,35"
2021,84,Auvergne-Rhône-Alpes,38,Isère,02A,Déchets dangereux,"2682,38"
2021,84,Auvergne-Rhône-Alpes,38,Isère,02B,Matériaux recyclables,"62213,29"
2021,84,Auvergne-Rhône-Alpes,38,Isère,02C,Déchets verts,"86022,79"
2021,84,Auvergne-Rhône-Alpes,38,Isère,02D,Encombrants,"82776,87"
2021,84,Auvergne-Rhône-Alpes,38,Isère,02G,Mobilier,"20893,70"
2021,84,Auvergne-Rhône-Alpes,38,Isère,02F,DEEE,"8976,25"
2021,84,Auvergne-Rhône-Alpes,38,Isère,02E,Déblais et gravats,"94739,17"
2021,84,Auvergne-Rhône-Alpes,38,Isère,02Z,Autres déchets,"96,37"
2021,84,Auvergne-Rhône-Alpes,42,Loire,02A,Déchets dangereux,"1891,16"
2021,84,Auvergne-Rhône-Alpes,42,Loire,02B,Matériaux recyclables,"32423,57"
2021,84,Auvergne-Rhône-Alpes,42,Loire,02C,Déchets verts,"50558,69"
2021,84,Auvergne-Rhône-Alpes,42,Loire,02D,Encombrants,"44813,71"
2021,84,Auvergne-Rhône-Alpes,42,Loire,02G,Mobilier,"17153,01"
2021,84,Auvergne-Rhône-Alpes,42,Loire,02F,DEEE,"5750,77"
2021,84,Auvergne-Rhône-Alpes,42,Loire,02E,Déblais et gravats,"46565,86"
2021,84,Auvergne-Rhône-Alpes,42,Loire,02Z,Autres déchets,"28,44"
2021,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02A,Déchets dangereux,"618,68"
2021,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02B,Matériaux recyclables,"15400,81"
2021,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02C,Déchets verts,"14622,47"
2021,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02D,Encombrants,"10735,16"
2021,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02G,Mobilier,"4475,00"
2021,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02F,DEEE,"2196,04"
2021,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02E,Déblais et gravats,"17489,26"
2021,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02Z,Autres déchets,"19,13"
2021,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02A,Déchets dangereux,"1906,99"
2021,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02B,Matériaux recyclables,"30029,64"
2021,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02C,Déchets verts,"32102,07"
2021,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02D,Encombrants,"30865,21"
2021,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02G,Mobilier,"8414,52"
2021,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02F,DEEE,"4565,42"
2021,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02E,Déblais et gravats,"42957,55"
2021,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02Z,Autres déchets,"36,57"
2021,84,Auvergne-Rhône-Alpes,69,Rhône,02A,Déchets dangereux,"2654,51"
2021,84,Auvergne-Rhône-Alpes,69,Rhône,02B,Matériaux recyclables,"56714,10"
2021,84,Auvergne-Rhône-Alpes,69,Rhône,02C,Déchets verts,"58113,13"
2021,84,Auvergne-Rhône-Alpes,69,Rhône,02D,Encombrants,"42121,79"
2021,84,Auvergne-Rhône-Alpes,69,Rhône,02G,Mobilier,"26613,82"
2021,84,Auvergne-Rhône-Alpes,69,Rhône,02F,DEEE,"9001,68"
2021,84,Auvergne-Rhône-Alpes,69,Rhône,02E,Déblais et gravats,"68816,08"
2021,84,Auvergne-Rhône-Alpes,69,Rhône,02Z,Autres déchets,"29,89"
2021,84,Auvergne-Rhône-Alpes,73,Savoie,02A,Déchets dangereux,"1373,70"
2021,84,Auvergne-Rhône-Alpes,73,Savoie,02B,Matériaux recyclables,"27739,18"
2021,84,Auvergne-Rhône-Alpes,73,Savoie,02C,Déchets verts,"28273,70"
2021,84,Auvergne-Rhône-Alpes,73,Savoie,02D,Encombrants,"23141,43"
2021,84,Auvergne-Rhône-Alpes,73,Savoie,02G,Mobilier,"9919,52"
2021,84,Auvergne-Rhône-Alpes,73,Savoie,02F,DEEE,"4671,35"
2021,84,Auvergne-Rhône-Alpes,73,Savoie,02E,Déblais et gravats,"29286,42"
2021,84,Auvergne-Rhône-Alpes,73,Savoie,02Z,Autres déchets,"59,44"
2021,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02A,Déchets dangereux,"2107,96"
2021,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02B,Matériaux recyclables,"55894,58"
2021,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02C,Déchets verts,"57204,47"
2021,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02D,Encombrants,"42934,70"
2021,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02G,Mobilier,"16544,65"
2021,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02F,DEEE,"8264,00"
2021,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02E,Déblais et gravats,"39044,30"
2021,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02Z,Autres déchets,"1322,00"
2021,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02A,Déchets dangereux,"1457,78"
2021,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02B,Matériaux recyclables,"26063,47"
2021,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02C,Déchets verts,"33448,73"
2021,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02D,Encombrants,"19270,79"
2021,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02G,Mobilier,"5387,86"
2021,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02F,DEEE,"4750,28"
2021,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02E,Déblais et gravats,"41836,69"
2021,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02Z,Autres déchets,"20841,54"
2021,27,Bourgogne-Franche-Comté,25,Doubs,02A,Déchets dangereux,"1365,77"
2021,27,Bourgogne-Franche-Comté,25,Doubs,02B,Matériaux recyclables,"25279,82"
2021,27,Bourgogne-Franche-Comté,25,Doubs,02C,Déchets verts,"39680,64"
2021,27,Bourgogne-Franche-Comté,25,Doubs,02D,Encombrants,"25178,66"
2021,27,Bourgogne-Franche-Comté,25,Doubs,02G,Mobilier,"12339,94"
2021,27,Bourgogne-Franche-Comté,25,Doubs,02F,DEEE,"4535,41"
2021,27,Bourgogne-Franche-Comté,25,Doubs,02E,Déblais et gravats,"36823,45"
2021,27,Bourgogne-Franche-Comté,25,Doubs,02Z,Autres déchets,"391,52"
2021,27,Bourgogne-Franche-Comté,39,Jura,02A,Déchets dangereux,"405,39"
2021,27,Bourgogne-Franche-Comté,39,Jura,02B,Matériaux recyclables,"15718,88"
2021,27,Bourgogne-Franche-Comté,39,Jura,02C,Déchets verts,"10803,57"
2021,27,Bourgogne-Franche-Comté,39,Jura,02D,Encombrants,"9325,50"
2021,27,Bourgogne-Franche-Comté,39,Jura,02G,Mobilier,"7304,64"
2021,27,Bourgogne-Franche-Comté,39,Jura,02F,DEEE,"2903,09"
2021,27,Bourgogne-Franche-Comté,39,Jura,02E,Déblais et gravats,"15748,26"
2021,27,Bourgogne-Franche-Comté,39,Jura,02Z,Autres déchets,"21,03"
2021,27,Bourgogne-Franche-Comté,58,Nièvre,02A,Déchets dangereux,"597,45"
